/NM4/D X,/NM4/D Y,/NM2/D X,/NM2/D Y
1.57438215355303e-09,0.03525101009209835,1.57438215355303e-09,-0.02143127133555765
1.574901724441667e-09,0.03332756759697936,1.574901724441667e-09,-0.01969556285648602
1.57543988718926e-09,0.03118819501012223,1.57543988718926e-09,-0.01742112563174538
1.575985527422417e-09,0.02908396778964877,1.575985527422417e-09,-0.01464856461449591
1.576537161826953e-09,0.02699707379859623,1.576537161826953e-09,-0.0114390884496235
1.577079852661724e-09,0.02485515052092173,1.577079852661724e-09,-0.008136100777613488
1.577568859681781e-09,0.02292578930565412,1.577568859681781e-09,-0.005762872609116253
1.577970402882976e-09,0.02137806208542797,1.577970402882976e-09,-0.005144725295259327
1.578290781393579e-09,0.02013624357117123,1.578290781393579e-09,-0.004495598965812482
1.578692251361103e-09,0.01852449317145957,1.578692251361103e-09,-0.002679453347451913
1.579073152065971e-09,0.01693033048216907,1.579073152065971e-09,-0.0007091756046080505
1.579443780792195e-09,0.01534490213766877,1.579443780792195e-09,0.001222969066979294
1.579873619010096e-09,0.01348684260925144,1.579873619010096e-09,0.003658892215035413
1.580382808083797e-09,0.01129826368741711,1.580382808083797e-09,0.006777648434972534
1.580865972005274e-09,0.009256528389102864,1.580865972005274e-09,0.009941024557675534
1.581331362865803e-09,0.007341507744742685,1.581331362865803e-09,0.01307007665420105
1.581858749366776e-09,0.005266959990074135,1.581858749366776e-09,0.01662106233465604
1.582461631475306e-09,0.003036478050827037,1.582461631475306e-09,0.02062533348039778
1.583122262448937e-09,0.0007920659775543944,1.583122262448937e-09,0.02487654186102017
1.58388785759879e-09,-0.001520654514235776,1.58388785759879e-09,0.02955932736524734
1.584704675527101e-09,-0.00365700443867421,1.584704675527101e-09,0.03427246094340292
1.585517090079596e-09,-0.00546098719951326,1.585517090079596e-09,0.03868791929882049
1.586342909729415e-09,-0.006975916341551661,1.586342909729415e-09,0.04289494465703931
1.587079617899487e-09,-0.008033312086564244,1.587079617899487e-09,0.04631930575824932
1.587726944453789e-09,-0.008709087542886096,1.587726944453789e-09,0.04898315549374636
1.588285744163548e-09,-0.009083886400275838,1.588285744163548e-09,0.05103134523245118
1.588736417695268e-09,-0.009247444130807291,1.588736417695268e-09,0.05256592614394155
1.589161391728098e-09,-0.009285024385335332,1.589161391728098e-09,0.05395309465277898
1.589703505079604e-09,-0.009224950492105453,1.589703505079604e-09,0.05554668569259938
1.590273789595226e-09,-0.009078035629951188,1.590273789595226e-09,0.05696374747612494
1.590799682207597e-09,-0.00888281152378333,1.590799682207597e-09,0.05792854408372955
1.591293666698559e-09,-0.008669924333084614,1.591293666698559e-09,0.05848784412103183
1.591804803479887e-09,-0.008402236802207501,1.591804803479887e-09,0.05868328552611793
1.592331323410774e-09,-0.008028016085035122,1.592331323410774e-09,0.05855759693664521
1.592845149073392e-09,-0.007516106184372129,1.592845149073392e-09,0.05862621079740712
1.593338165588085e-09,-0.006781809968257699,1.593338165588085e-09,0.05920775373961137
1.593754396396619e-09,-0.005892883663266626,1.593754396396619e-09,0.05930179311538102
1.594238610871075e-09,-0.00451418268771024,1.594238610871075e-09,0.05867289863699741
1.594695787467849e-09,-0.002944791529883375,1.594695787467849e-09,0.0577038403198635
1.595117600887376e-09,-0.001567050606809938,1.595117600887376e-09,0.05665695000071007
1.595541269796373e-09,-0.0005713076793497224,1.595541269796373e-09,0.05543271331773507
1.595890037152665e-09,0.0002506663518163661,1.595890037152665e-09,0.05423894669170296
1.596345528925753e-09,0.001716835304715683,1.596345528925753e-09,0.05235012076550122
1.596759778946739e-09,0.003229884169790804,1.596759778946739e-09,0.05029487983747988
1.597121343967854e-09,0.00458463539170796,1.597121343967854e-09,0.04826098391723156
1.597475344269804e-09,0.005936356043289476,1.597475344269804e-09,0.04608313912381135
1.597879884724917e-09,0.007563614830994377,1.597879884724917e-09,0.04339169204792021
1.598460444531975e-09,0.01008696657612646,1.598460444531975e-09,0.03921090364220232
1.598912719076179e-09,0.01221808247864152,1.598912719076179e-09,0.03571653819989372
1.599331483332356e-09,0.01425255522067087,1.599331483332356e-09,0.03232931039468399
1.59981663476971e-09,0.0166268947018274,1.59981663476971e-09,0.02825870609916381
1.60037281302903e-09,0.01932598480804497,1.60037281302903e-09,0.02344134655762486
1.600993185653316e-09,0.02221260619109531,1.600993185653316e-09,0.01797379853880967
1.601678251302644e-09,0.02513424716064861,1.601678251302644e-09,0.01195012566619957
1.602431924893689e-09,0.02800563251286166,1.602431924893689e-09,0.005491715932171144
1.603166551557079e-09,0.03044827788322647,1.603166551557079e-09,-0.0004528227111402353
1.603825137195389e-09,0.03238244529983102,1.603825137195389e-09,-0.005420882595235454
1.604441379605034e-09,0.03399509459858672,1.604441379605034e-09,-0.0097122813153075
1.604941959736764e-09,0.03517068281472585,1.604941959736764e-09,-0.01284964977719031
1.605379934437687e-09,0.03610123671551131,1.605379934437687e-09,-0.01526315937139443
1.605882212382906e-09,0.03706652639303593,1.605882212382906e-09,-0.01762818958617617
